"MEASURE","Measure","REGIONTYPE","Geography Level","ASGS_2016","Region","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031246","Brookton","A","Annual","2003","2003",3886,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031246","Brookton","A","Annual","2004","2004",3818,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031246","Brookton","A","Annual","2005","2005",3829,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031246","Brookton","A","Annual","2006","2006",3830,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031246","Brookton","A","Annual","2007","2007",3791,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031246","Brookton","A","Annual","2008","2008",3781,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031246","Brookton","A","Annual","2009","2009",3779,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031246","Brookton","A","Annual","2010","2010",3774,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031246","Brookton","A","Annual","2011","2011",3735,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031246","Brookton","A","Annual","2012","2012",3781,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031246","Brookton","A","Annual","2013","2013",3801,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031246","Brookton","A","Annual","2014","2014",3819,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031246","Brookton","A","Annual","2015","2015",3837,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031246","Brookton","A","Annual","2016","2016",3836,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031246","Brookton","A","Annual","2017","2017",3772,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031246","Brookton","A","Annual","2018","2018",3694,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031247","Kulin","A","Annual","2001","2001",5058,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031247","Kulin","A","Annual","2002","2002",5020,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031247","Kulin","A","Annual","2003","2003",4984,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031247","Kulin","A","Annual","2004","2004",4936,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031247","Kulin","A","Annual","2005","2005",4918,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031247","Kulin","A","Annual","2006","2006",4910,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031247","Kulin","A","Annual","2007","2007",4766,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031247","Kulin","A","Annual","2008","2008",4721,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031247","Kulin","A","Annual","2009","2009",4709,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031247","Kulin","A","Annual","2010","2010",4708,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031247","Kulin","A","Annual","2011","2011",4721,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031247","Kulin","A","Annual","2012","2012",4693,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031247","Kulin","A","Annual","2013","2013",4607,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031247","Kulin","A","Annual","2014","2014",4448,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031247","Kulin","A","Annual","2015","2015",4422,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031247","Kulin","A","Annual","2016","2016",4401,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031247","Kulin","A","Annual","2017","2017",4360,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031247","Kulin","A","Annual","2018","2018",4332,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031248","Murray","A","Annual","2001","2001",2145,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031248","Murray","A","Annual","2002","2002",2106,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031248","Murray","A","Annual","2003","2003",2064,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031248","Murray","A","Annual","2004","2004",2065,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031248","Murray","A","Annual","2005","2005",2112,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031248","Murray","A","Annual","2006","2006",2089,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031248","Murray","A","Annual","2007","2007",2240,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031248","Murray","A","Annual","2008","2008",2436,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031248","Murray","A","Annual","2009","2009",2632,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031248","Murray","A","Annual","2010","2010",2876,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031248","Murray","A","Annual","2011","2011",2982,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031248","Murray","A","Annual","2012","2012",3007,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031248","Murray","A","Annual","2013","2013",3020,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031248","Murray","A","Annual","2014","2014",2927,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031248","Murray","A","Annual","2015","2015",2809,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031248","Murray","A","Annual","2016","2016",2625,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031248","Murray","A","Annual","2017","2017",2607,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031248","Murray","A","Annual","2018","2018",2570,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031249","Narrogin","A","Annual","2001","2001",5206,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031249","Narrogin","A","Annual","2002","2002",5201,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031249","Narrogin","A","Annual","2003","2003",5190,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031249","Narrogin","A","Annual","2004","2004",5022,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031249","Narrogin","A","Annual","2005","2005",5010,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031249","Narrogin","A","Annual","2006","2006",4959,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031249","Narrogin","A","Annual","2007","2007",4934,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031249","Narrogin","A","Annual","2008","2008",4924,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031249","Narrogin","A","Annual","2009","2009",4914,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031249","Narrogin","A","Annual","2010","2010",4878,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031249","Narrogin","A","Annual","2011","2011",4886,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031249","Narrogin","A","Annual","2012","2012",4913,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031249","Narrogin","A","Annual","2013","2013",4919,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031249","Narrogin","A","Annual","2014","2014",4919,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031249","Narrogin","A","Annual","2015","2015",4899,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031249","Narrogin","A","Annual","2016","2016",4796,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031249","Narrogin","A","Annual","2017","2017",4744,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031249","Narrogin","A","Annual","2018","2018",4585,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031250","Wagin","A","Annual","2001","2001",4808,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031250","Wagin","A","Annual","2002","2002",4831,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031250","Wagin","A","Annual","2003","2003",4898,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031250","Wagin","A","Annual","2004","2004",4889,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031250","Wagin","A","Annual","2005","2005",4888,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031250","Wagin","A","Annual","2006","2006",4925,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031250","Wagin","A","Annual","2007","2007",4909,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031250","Wagin","A","Annual","2008","2008",4909,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031250","Wagin","A","Annual","2009","2009",4941,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031250","Wagin","A","Annual","2010","2010",4972,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031250","Wagin","A","Annual","2011","2011",5007,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031250","Wagin","A","Annual","2012","2012",5073,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031250","Wagin","A","Annual","2013","2013",5092,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031250","Wagin","A","Annual","2014","2014",5105,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031250","Wagin","A","Annual","2015","2015",5109,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031250","Wagin","A","Annual","2016","2016",5029,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031250","Wagin","A","Annual","2017","2017",5011,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031250","Wagin","A","Annual","2018","2018",4963,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","510","Western Australia - Outback (North)","A","Annual","2001","2001",72374,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","510","Western Australia - Outback (North)","A","Annual","2002","2002",74465,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","510","Western Australia - Outback (North)","A","Annual","2003","2003",76217,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","510","Western Australia - Outback (North)","A","Annual","2004","2004",78422,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","510","Western Australia - Outback (North)","A","Annual","2005","2005",80642,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","510","Western Australia - Outback (North)","A","Annual","2006","2006",83475,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","510","Western Australia - Outback (North)","A","Annual","2007","2007",85669,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","510","Western Australia - Outback (North)","A","Annual","2008","2008",88927,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","510","Western Australia - Outback (North)","A","Annual","2009","2009",92381,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","510","Western Australia - Outback (North)","A","Annual","2010","2010",95139,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","510","Western Australia - Outback (North)","A","Annual","2011","2011",98568,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","510","Western Australia - Outback (North)","A","Annual","2012","2012",101409,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","510","Western Australia - Outback (North)","A","Annual","2013","2013",103707,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","510","Western Australia - Outback (North)","A","Annual","2014","2014",102015,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","510","Western Australia - Outback (North)","A","Annual","2015","2015",100087,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","510","Western Australia - Outback (North)","A","Annual","2016","2016",97933,,
